order_id,order_date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale
750,2023-02-01,Frankie,Fastfood,50,1,50,Online,Mr.,Evening
751,2022-09-16,Vadapav,Fastfood,20,2,40,Cash,Mr.,Afternoon
752,2022-06-04,Panipuri,Fastfood,20,2,40,Online,Mrs.,Morning
753,2022-06-26,Sugarcane juice,Beverages,25,1,25,Cash,Mr.,Midnight
754,2022-12-29,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Evening
755,2023-01-02,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Night
756,2022-10-21,Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Morning
757,2022-12-25,Sugarcane juice,Beverages,25,11,275,Online,Mr.,Morning
758,2022-09-25,Vadapav,Fastfood,20,3,60,Cash,Mrs.,Evening
759,2022-12-25,Sugarcane juice,Beverages,25,13,325,Online,Mr.,Midnight
760,2022-11-14,Sugarcane juice,Beverages,25,1,25,Online,Mrs.,Evening
761,2022-11-12,Sandwich,Fastfood,60,3,180,Unknown,Mrs.,Midnight
762,2022-04-09,Vadapav,Fastfood,20,12,240,Online,Mrs.,Midnight
763,2022-07-04,Vadapav,Fastfood,20,14,280,Unknown,Mrs.,Night
764,2023-02-14,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Night
765,2022-06-15,Sandwich,Fastfood,60,13,780,Cash,Mr.,Night
766,2022-06-19,Sandwich,Fastfood,60,10,600,Online,Mrs.,Morning
767,2023-02-26,Frankie,Fastfood,50,8,400,Cash,Mrs.,Afternoon
768,2023-01-12,Sandwich,Fastfood,60,14,840,Cash,Mr.,Afternoon
769,2022-06-07,Frankie,Fastfood,50,8,400,Cash,Mr.,Morning
770,2023-02-22,Aalopuri,Fastfood,20,8,160,Cash,Mrs.,Morning
771,2022-08-15,Panipuri,Fastfood,20,5,100,Online,Mrs.,Midnight
772,2023-03-20,Cold coffee,Beverages,40,9,360,Cash,Mr.,Evening
773,2022-08-14,Cold coffee,Beverages,40,7,280,Online,Mr.,Afternoon
774,2023-03-15,Vadapav,Fastfood,20,1,20,Online,Mrs.,Night
775,2023-03-27,Sandwich,Fastfood,60,6,360,Cash,Mr.,Night
776,2023-02-07,Frankie,Fastfood,50,10,500,Cash,Mr.,Midnight
777,2022-10-23,Panipuri,Fastfood,20,13,260,Cash,Mr.,Morning
778,2022-06-11,Frankie,Fastfood,50,13,650,Cash,Mr.,Evening
779,2023-01-16,Sandwich,Fastfood,60,13,780,Unknown,Mr.,Night
780,2022-11-27,Sugarcane juice,Beverages,25,13,325,Online,Mrs.,Afternoon
781,2022-05-27,Aalopuri,Fastfood,20,10,200,Online,Mr.,Midnight
782,2022-12-16,Aalopuri,Fastfood,20,5,100,Online,Mr.,Night
783,2022-04-29,Aalopuri,Fastfood,20,8,160,Cash,Mr.,Morning
784,2022-07-09,Vadapav,Fastfood,20,8,160,Cash,Mrs.,Morning
785,2022-12-07,Aalopuri,Fastfood,20,2,40,Online,Mr.,Afternoon
786,2023-03-13,Sandwich,Fastfood,60,14,840,Online,Mrs.,Night
787,2023-03-25,Aalopuri,Fastfood,20,2,40,Cash,Mrs.,Afternoon
788,2022-08-13,Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon
789,2022-08-03,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Morning
790,2022-07-20,Panipuri,Fastfood,20,3,60,Cash,Mrs.,Evening
791,2022-04-07,Vadapav,Fastfood,20,3,60,Unknown,Mr.,Midnight
792,2023-02-25,Vadapav,Fastfood,20,2,40,Cash,Mrs.,Morning
793,2022-08-30,Sandwich,Fastfood,60,6,360,Cash,Mrs.,Night
794,2022-10-02,Sugarcane juice,Beverages,25,5,125,Online,Mr.,Afternoon
795,2023-01-10,Vadapav,Fastfood,20,9,180,Cash,Mr.,Evening
796,2022-06-25,Sugarcane juice,Beverages,25,14,350,Online,Mr.,Night
797,2022-11-26,Cold coffee,Beverages,40,11,440,Cash,Mr.,Night
798,2022-05-22,Frankie,Fastfood,50,12,600,Unknown,Mr.,Night
799,2023-01-11,Panipuri,Fastfood,20,1,20,Online,Mrs.,Night
800,2022-11-06,Cold coffee,Beverages,40,14,560,Cash,Mr.,Night
801,2022-04-28,Aalopuri,Fastfood,20,7,140,Cash,Mrs.,Evening
802,2023-01-23,Sandwich,Fastfood,60,7,420,Online,Mrs.,Afternoon
803,2022-08-27,Vadapav,Fastfood,20,5,100,Unknown,Mr.,Night
804,2022-10-11,Cold coffee,Beverages,40,12,480,Online,Mrs.,Night
805,2022-05-08,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Afternoon
806,2022-05-23,Vadapav,Fastfood,20,3,60,Online,Mr.,Evening
807,2022-06-13,Frankie,Fastfood,50,1,50,Online,Mrs.,Midnight
808,2022-09-21,Panipuri,Fastfood,20,1,20,Online,Mr.,Morning
809,2022-12-12,Panipuri,Fastfood,20,10,200,Online,Mr.,Evening
810,2022-12-27,Vadapav,Fastfood,20,3,60,Online,Mr.,Morning
811,2023-03-02,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Afternoon
812,2022-08-08,Panipuri,Fastfood,20,5,100,Cash,Mr.,Afternoon
813,2022-10-13,Panipuri,Fastfood,20,10,200,Online,Mr.,Afternoon
814,2022-10-05,Vadapav,Fastfood,20,13,260,Cash,Mrs.,Midnight
815,2022-04-20,Cold coffee,Beverages,40,12,480,Online,Mrs.,Afternoon
816,2023-01-11,Sugarcane juice,Beverages,25,11,275,Cash,Mr.,Morning
817,2022-05-21,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Evening
818,2023-02-28,Frankie,Fastfood,50,6,300,Cash,Mr.,Night
819,2022-10-12,Vadapav,Fastfood,20,10,200,Cash,Mr.,Evening
820,2023-02-24,Aalopuri,Fastfood,20,3,60,Unknown,Mr.,Midnight
821,2022-07-24,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Midnight
822,2022-06-17,Panipuri,Fastfood,20,12,240,Online,Mr.,Morning
823,2023-02-13,Panipuri,Fastfood,20,11,220,Online,Mr.,Midnight
824,2023-01-18,Vadapav,Fastfood,20,2,40,Online,Mrs.,Evening
825,2022-10-30,Panipuri,Fastfood,20,14,280,Cash,Mrs.,Morning
826,2022-12-02,Sandwich,Fastfood,60,15,900,Cash,Mrs.,Night
827,2023-01-06,Sandwich,Fastfood,60,12,720,Cash,Mr.,Midnight
828,2022-08-18,Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening
829,2022-09-19,Cold coffee,Beverages,40,6,240,Cash,Mr.,Night
830,2022-11-28,Cold coffee,Beverages,40,9,360,Unknown,Mr.,Night
831,2022-08-01,Frankie,Fastfood,50,5,250,Online,Mrs.,Morning
832,2022-06-06,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Morning
833,2022-09-01,Panipuri,Fastfood,20,2,40,Online,Mrs.,Evening
834,2022-05-25,Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Evening
835,2022-09-27,Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon
836,2022-08-31,Vadapav,Fastfood,20,2,40,Cash,Mrs.,Midnight
837,2022-05-19,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight
838,2022-07-31,Cold coffee,Beverages,40,9,360,Online,Mrs.,Morning
839,2022-05-08,Sugarcane juice,Beverages,25,4,100,Cash,Mrs.,Afternoon
840,2023-02-18,Cold coffee,Beverages,40,15,600,Unknown,Mrs.,Midnight
841,2023-02-03,Vadapav,Fastfood,20,9,180,Cash,Mr.,Night
842,2022-05-25,Panipuri,Fastfood,20,2,40,Cash,Mrs.,Evening
843,2022-07-04,Sugarcane juice,Beverages,25,1,25,Cash,Mrs.,Morning
844,2022-05-04,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Morning
845,2022-07-01,Cold coffee,Beverages,40,6,240,Online,Mrs.,Evening
846,2022-04-20,Aalopuri,Fastfood,20,5,100,Online,Mr.,Afternoon
847,2022-08-14,Panipuri,Fastfood,20,11,220,Online,Mr.,Midnight
848,2022-11-10,Frankie,Fastfood,50,9,450,Cash,Mr.,Night
849,2022-11-03,Cold coffee,Beverages,40,10,400,Cash,Mrs.,Night
850,2022-08-20,Vadapav,Fastfood,20,3,60,Online,Mrs.,Afternoon
851,2023-01-28,Aalopuri,Fastfood,20,15,300,Online,Mrs.,Night
852,2022-05-05,Sugarcane juice,Beverages,25,8,200,Online,Mr.,Night
853,2023-02-17,Cold coffee,Beverages,40,3,120,Online,Mrs.,Midnight
854,2022-10-14,Cold coffee,Beverages,40,14,560,Online,Mrs.,Night
855,2022-10-23,Vadapav,Fastfood,20,5,100,Online,Mr.,Evening
856,2022-05-04,Aalopuri,Fastfood,20,11,220,Cash,Mrs.,Night
857,2022-11-08,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Evening
858,2022-11-22,Cold coffee,Beverages,40,9,360,Cash,Mr.,Evening
859,2022-10-08,Sandwich,Fastfood,60,11,660,Cash,Mrs.,Midnight
860,2022-07-16,Cold coffee,Beverages,40,5,200,Cash,Mr.,Night
861,2023-01-24,Sugarcane juice,Beverages,25,8,200,Cash,Mrs.,Night
862,2023-03-10,Frankie,Fastfood,50,7,350,Online,Mr.,Night
863,2022-09-08,Frankie,Fastfood,50,9,450,Online,Mr.,Night
864,2022-08-20,Cold coffee,Beverages,40,9,360,Online,Mr.,Morning
865,2023-01-23,Sugarcane juice,Beverages,25,6,150,Cash,Mrs.,Night
866,2022-08-13,Frankie,Fastfood,50,10,500,Online,Mr.,Midnight
867,2023-01-26,Frankie,Fastfood,50,15,750,Cash,Mr.,Midnight
868,2022-08-17,Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Evening
869,2022-06-26,Panipuri,Fastfood,20,9,180,Online,Mr.,Midnight
870,2022-10-31,Cold coffee,Beverages,40,5,200,Online,Mrs.,Afternoon
871,2022-12-07,Vadapav,Fastfood,20,14,280,Unknown,Mrs.,Evening
872,2022-07-14,Sandwich,Fastfood,60,12,720,Cash,Mr.,Afternoon
873,2022-05-09,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Night
874,2022-05-09,Cold coffee,Beverages,40,4,160,Cash,Mr.,Midnight
875,2022-08-05,Vadapav,Fastfood,20,15,300,Cash,Mr.,Evening
876,2022-06-10,Cold coffee,Beverages,40,8,320,Online,Mrs.,Evening
877,2022-10-27,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Afternoon
878,2022-08-12,Sandwich,Fastfood,60,6,360,Online,Mr.,Evening
879,2022-11-06,Cold coffee,Beverages,40,9,360,Cash,Mrs.,Evening
880,2022-06-25,Sugarcane juice,Beverages,25,5,125,Cash,Mrs.,Morning
881,2022-05-25,Sandwich,Fastfood,60,2,120,Cash,Mr.,Midnight
882,2022-04-23,Panipuri,Fastfood,20,9,180,Online,Mr.,Morning
883,2022-08-24,Aalopuri,Fastfood,20,5,100,Online,Mrs.,Midnight
884,2023-03-01,Vadapav,Fastfood,20,12,240,Online,Mr.,Night
885,2022-10-16,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Evening
886,2022-07-21,Sugarcane juice,Beverages,25,4,100,Cash,Mrs.,Night
887,2022-10-24,Aalopuri,Fastfood,20,3,60,Cash,Mr.,Morning
888,2022-09-05,Vadapav,Fastfood,20,8,160,Cash,Mr.,Evening
889,2022-04-12,Vadapav,Fastfood,20,10,200,Online,Mr.,Midnight
890,2023-03-03,Sugarcane juice,Beverages,25,5,125,Cash,Mrs.,Morning
891,2022-12-27,Cold coffee,Beverages,40,11,440,Cash,Mr.,Midnight
892,2022-07-14,Sugarcane juice,Beverages,25,7,175,Online,Mrs.,Evening
893,2022-07-13,Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Afternoon
894,2023-03-19,Sandwich,Fastfood,60,15,900,Cash,Mr.,Morning
895,2023-01-03,Sugarcane juice,Beverages,25,11,275,Cash,Mr.,Afternoon
896,2022-10-30,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Night
897,2022-08-22,Aalopuri,Fastfood,20,6,120,Online,Mr.,Morning
898,2023-03-02,Frankie,Fastfood,50,8,400,Cash,Mr.,Afternoon
899,2023-01-24,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight
900,2022-12-07,Sugarcane juice,Beverages,25,9,225,Online,Mr.,Afternoon
901,2022-12-24,Vadapav,Fastfood,20,7,140,Online,Mrs.,Morning
902,2022-11-23,Frankie,Fastfood,50,4,200,Online,Mr.,Afternoon
903,2023-01-01,Aalopuri,Fastfood,20,15,300,Online,Mr.,Night
904,2023-03-12,Aalopuri,Fastfood,20,4,80,Cash,Mrs.,Midnight
905,2022-12-13,Frankie,Fastfood,50,15,750,Cash,Mrs.,Midnight
906,2022-04-04,Sandwich,Fastfood,60,15,900,Cash,Mr.,Afternoon
907,2022-10-19,Cold coffee,Beverages,40,4,160,Unknown,Mrs.,Midnight
908,2023-03-06,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Night
909,2023-02-21,Cold coffee,Beverages,40,12,480,Online,Mrs.,Morning
910,2022-10-09,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Afternoon
911,2022-04-09,Sandwich,Fastfood,60,1,60,Cash,Mr.,Evening
912,2022-09-17,Aalopuri,Fastfood,20,6,120,Cash,Mr.,Evening
913,2023-02-15,Frankie,Fastfood,50,15,750,Online,Mr.,Evening
914,2023-03-01,Sandwich,Fastfood,60,14,840,Cash,Mr.,Night
915,2022-10-07,Cold coffee,Beverages,40,7,280,Online,Mr.,Afternoon
916,2022-11-17,Cold coffee,Beverages,40,15,600,Unknown,Mrs.,Afternoon
917,2022-05-15,Vadapav,Fastfood,20,15,300,Online,Mr.,Evening
918,2022-11-12,Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening
919,2023-01-03,Vadapav,Fastfood,20,8,160,Online,Mrs.,Evening
920,2022-07-12,Frankie,Fastfood,50,13,650,Online,Mr.,Evening
921,2022-09-21,Vadapav,Fastfood,20,14,280,Cash,Mr.,Midnight
922,2022-06-13,Frankie,Fastfood,50,5,250,Online,Mrs.,Evening
923,2022-05-30,Cold coffee,Beverages,40,3,120,Online,Mr.,Morning
924,2022-12-17,Panipuri,Fastfood,20,14,280,Cash,Mr.,Afternoon
925,2022-04-10,Frankie,Fastfood,50,4,200,Online,Mrs.,Afternoon
926,2023-02-27,Frankie,Fastfood,50,15,750,Cash,Mrs.,Afternoon
927,2022-12-02,Cold coffee,Beverages,40,6,240,Unknown,Mrs.,Evening
928,2022-04-07,Sandwich,Fastfood,60,11,660,Online,Mr.,Evening
929,2022-06-06,Frankie,Fastfood,50,9,450,Online,Mrs.,Night
930,2022-11-27,Sugarcane juice,Beverages,25,10,250,Online,Mr.,Night
931,2022-06-26,Aalopuri,Fastfood,20,15,300,Cash,Mr.,Afternoon
932,2022-10-18,Sandwich,Fastfood,60,9,540,Online,Mr.,Afternoon
933,2023-01-21,Sugarcane juice,Beverages,25,15,375,Online,Mrs.,Afternoon
934,2022-09-19,Cold coffee,Beverages,40,4,160,Cash,Mrs.,Afternoon
935,2023-02-17,Sandwich,Fastfood,60,12,720,Cash,Mr.,Midnight
936,2022-08-10,Panipuri,Fastfood,20,2,40,Unknown,Mr.,Midnight
937,2022-06-22,Panipuri,Fastfood,20,4,80,Cash,Mr.,Night
938,2022-08-10,Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Evening
939,2023-02-19,Vadapav,Fastfood,20,15,300,Online,Mr.,Midnight
940,2023-02-07,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Midnight
941,2023-02-10,Cold coffee,Beverages,40,10,400,Online,Mrs.,Morning
942,2022-07-20,Frankie,Fastfood,50,6,300,Cash,Mr.,Night
943,2022-06-30,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Night
944,2022-05-12,Aalopuri,Fastfood,20,2,40,Cash,Mr.,Midnight
945,2022-05-15,Cold coffee,Beverages,40,2,80,Online,Mrs.,Afternoon
946,2023-02-21,Sandwich,Fastfood,60,8,480,Cash,Mr.,Midnight
947,2022-08-16,Aalopuri,Fastfood,20,11,220,Online,Mr.,Night
948,2023-01-16,Sandwich,Fastfood,60,10,600,Online,Mr.,Evening
949,2023-01-07,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Evening
950,2022-09-25,Frankie,Fastfood,50,6,300,Online,Mrs.,Evening
951,2022-11-11,Panipuri,Fastfood,20,11,220,Cash,Mrs.,Afternoon
952,2022-09-24,Aalopuri,Fastfood,20,14,280,Cash,Mrs.,Evening
953,2022-11-10,Sandwich,Fastfood,60,2,120,Online,Mrs.,Afternoon
954,2023-01-31,Aalopuri,Fastfood,20,3,60,Cash,Mrs.,Midnight
955,2023-01-27,Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon
956,2022-04-30,Frankie,Fastfood,50,13,650,Online,Mr.,Morning
957,2023-02-08,Panipuri,Fastfood,20,3,60,Online,Mrs.,Midnight
958,2022-05-22,Sandwich,Fastfood,60,11,660,Online,Mrs.,Night
959,2022-11-28,Vadapav,Fastfood,20,8,160,Online,Mrs.,Midnight
960,2022-08-12,Sugarcane juice,Beverages,25,15,375,Online,Mrs.,Evening
961,2023-03-14,Frankie,Fastfood,50,13,650,Cash,Mr.,Night
962,2022-05-18,Frankie,Fastfood,50,13,650,Online,Mrs.,Afternoon
963,2022-10-05,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Morning
964,2022-05-07,Cold coffee,Beverages,40,8,320,Cash,Mr.,Evening
965,2022-10-08,Frankie,Fastfood,50,5,250,Online,Mrs.,Night
966,2023-03-19,Panipuri,Fastfood,20,11,220,Online,Mrs.,Morning
967,2022-06-29,Cold coffee,Beverages,40,14,560,Cash,Mr.,Afternoon
968,2022-08-09,Cold coffee,Beverages,40,15,600,Cash,Mrs.,Morning
969,2022-11-06,Cold coffee,Beverages,40,11,440,Cash,Mr.,Morning
970,2022-11-21,Aalopuri,Fastfood,20,5,100,Online,Mrs.,Afternoon
971,2022-10-02,Frankie,Fastfood,50,2,100,Cash,Mrs.,Morning
972,2023-03-11,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Afternoon
973,2022-06-07,Sugarcane juice,Beverages,25,1,25,Unknown,Mrs.,Morning
974,2023-01-28,Vadapav,Fastfood,20,13,260,Online,Mr.,Afternoon
975,2023-01-15,Aalopuri,Fastfood,20,1,20,Cash,Mr.,Midnight
976,2022-04-17,Sugarcane juice,Beverages,25,11,275,Unknown,Mrs.,Morning
977,2023-01-05,Aalopuri,Fastfood,20,1,20,Cash,Mr.,Evening
978,2022-10-08,Frankie,Fastfood,50,2,100,Online,Mr.,Night
979,2022-05-21,Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Midnight
980,2022-06-20,Vadapav,Fastfood,20,9,180,Online,Mr.,Morning
981,2023-01-22,Panipuri,Fastfood,20,15,300,Online,Mr.,Midnight
982,2023-03-30,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Night
983,2023-03-17,Cold coffee,Beverages,40,10,400,Unknown,Mrs.,Night
984,2023-01-07,Frankie,Fastfood,50,3,150,Cash,Mr.,Afternoon
985,2022-06-14,Frankie,Fastfood,50,1,50,Cash,Mrs.,Afternoon
986,2022-04-30,Sugarcane juice,Beverages,25,13,325,Online,Mr.,Night
987,2023-01-04,Vadapav,Fastfood,20,3,60,Cash,Mrs.,Evening
988,2023-01-03,Frankie,Fastfood,50,13,650,Unknown,Mrs.,Night
989,2022-10-11,Cold coffee,Beverages,40,13,520,Cash,Mr.,Afternoon
990,2022-11-24,Vadapav,Fastfood,20,10,200,Online,Mrs.,Morning
991,2023-01-18,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Night
992,2022-10-21,Sandwich,Fastfood,60,5,300,Cash,Mr.,Morning
993,2022-07-17,Frankie,Fastfood,50,3,150,Online,Mrs.,Night
994,2022-11-01,Panipuri,Fastfood,20,2,40,Online,Mrs.,Evening
995,2022-06-18,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Night
996,2023-03-19,Frankie,Fastfood,50,10,500,Unknown,Mrs.,Evening
997,2022-09-20,Sandwich,Fastfood,60,7,420,Unknown,Mr.,Evening
998,2023-01-26,Sandwich,Fastfood,60,13,780,Unknown,Mr.,Evening
999,2022-08-27,Panipuri,Fastfood,20,5,100,Unknown,Mrs.,Afternoon
1000,2022-05-29,Aalopuri,Fastfood,20,3,60,Online,Mrs.,Midnight
